review_id,review_text,recommended
129371453,"Os caras cobram pelo jogo, cobram o battle pass, cobram pra liberar os personagens, cobram pelas skins, tudo isso para o jogo continuar com bugs que você viu a duas/três atualizações atrás. 

Peca muito em balanceamento, parece que os desenvolvedores não conseguem se decidir entre construir um jogo casual ou competitivo. Hora você quer testar alguma build engraçada como assassino e é surpreendido por um grupo de 4 sobreviventes com 4-7k horas de jogo com os perks mais fortes do meta atual... Aprendendo sua lição, você pega seu melhor killer com os melhores perks disponíveis para cair contra um grupo de sobreviventes que sequer estão jogando juntos... Sem uma opção de busca competitiva/casual, o matchmaking é completamente imprevisível.

Se você pretende comprar para jogar com os amigos, é muito divertido e garante algumas boas horas de entretenimento, sendo muito mais fácil balancear o jogo com regras internas ou sabendo quando é hora de jogar sério e quando é hora de jogar.

Se você pretende jogar sozinho, casualmente, pode ser um verdadeiro pesadelo devido à imprevisibilidade do matchmaking. Não digo isso por ter enfrentado partidas acirradas ou difíceis -essas são minhas preferidas!- digo isso por ter enfrentado partidas injustas, onde um dos lados comete erros repetidas vezes mas são salvos por perks de segunda-chance repetidamente.

A comunidade no geral tende a ser tóxica como a dos principais títulos competitivos. Se você pretende entrar no jogo competitivamente e escalar para os primeiros ranks, espere muita arrogância e toxidade tanto de seus inimigos quanto aliados. Me entristece dizer isso, visto que há uma parcela da comunidade que é genuinamente acolhedora e tolerante.

No geral, se você procura um jogo de terror engraçadinho pra jogar com os amigos, ou um jogo competitivo de ação, talvez seja pra você, contanto que esteja disposto a pagar para desbloquear a maior parte do conteúdo do jogo. 

Apenas não espere muito das atualizações. Os desenvolvedores claramente não entendem do próprio jogo, muitas vezes fortalecendo ainda mais personagens/perks que já estavam fortes e vice-versa, enquanto liberam enxurradas de skins e demais conteúdos pagos. 

Após alguns anos de atualizações vendo bugs majoritários persistirem no jogo, com uma quantidade considerável de dinheiro e tempo investido, finalmente decidi abandona-lo.",False
129371147,fd,True
129167352,Noice,True
128993223,O Game é bem gostoso de se jogar com a galera da pra se divertir bastante,True
128760633,"Terrivel, joguei só algumas horinhas e enjoei",False
128644388,"Eu odeio meu time

Mais fora isso o jogo é legal :D",True
128190610,Yeah,True
128060790,jogo fixe para jogar com os amigos,True
127888842,sabi,True
127877692,"Good game i am addicted
Love skins and all perks they included in the updates",True
127716219,gostei d ter a experiencia de morrer sem o ter d fazer,True
127647948,good with friends,True
127621918,SD,True
127540781,"poderia ter mais eventos e presentes
mas de resto é bom",True
127483148,até agora o jogo é fixe mas melhor com amigos com certeza :),True
127306415,"⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢟⣯⣷⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⣿⡻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡟⣫⣾⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⣻⣾⣿⣿⣿⣿⣿⣿⣿⣧⡉⠙⠿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⡻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⢯⣾⢿⣻⣽⣿⣶⣿⣿⣿⣿⣿⡄⠄⠄⠄⣯⠛⡿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣹⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⠿⠿⠿⣿⣿⡣⣫⣾⣿⣿⣿⠿⠿⣿⣿⣿⣿⣿⣿⡦⡀⠄⣿⣴⣿⣷⣽⣻⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⣻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣆⠄⠄⠄⠄⢰⣿⢟⣯⣽⣶⣿⣿⣿⣿⣿⣿⣿⣿⣿⠽⣿⣯⣶⣾⣿⣯⣭⣵⣟⣻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡏⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣧⣄⣀⠄⡜⣵⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⠸⣽⣾⣿⣿⣿⣿⡏⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⢸⣹⡿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢠⠹⣿⣿⡿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇⣿⣿⣿⣿⣿⣿⡿⣿⢸⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⢰⣿⡇⣿⣿⣿⡏⣿⣿⣿⣿⡇⣿⣿⣿⣿⢸⣷⣜⣿⣿⣽⣿⣿⢹⣿⣿⣿⣿⣿⡇⣿⣿⣿⣿⣿⣿⡇⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣼⢻⣇⡟⣿⣿⣧⣷⢿⣿⣿⡇⢻⣿⣿⠛⣸⣿⣿⣮⣻⣿⣞⣿⢸⣿⣿⣿⣿⣿⡇⣿⣿⣿⣿⣿⣿⣿⢻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⡿⡟⣿⢰⢻⣿⣿⢸⡼⣿⣿⣧⡾⣿⡏⠄⡟⢉⣩⣭⣥⣽⣿⣯⣸⣿⣿⣿⣿⣿⡇⣿⣿⣿⣿⣿⣿⣿⣸⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣧⣷⠟⡟⡌⣿⣿⡏⣇⢛⣿⣿⠁⢻⣧⢃⡄⠽⠟⠛⠛⢛⡪⠻⣿⣿⣿⣿⣿⣿⣷⡷⣟⣻⢻⣿⣿⣿⣿⡏⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⢿⡆⣶⡁⢞⢿⣷⢚⣈⢞⣿⡇⡬⢉⣠⣴⣄⡀⠄⠄⠸⢁⣾⡟⣿⣿⣿⣿⣿⣿⠄⢻⣿⣏⣿⣿⣿⡏⡇⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⡼⣷⢁⢶⣄⣀⠈⢹⣷⣿⣿⣿⣿⣿⣿⣟⡛⣂⣩⣡⣾⣿⣿⡇⣿⣿⣿⣿⣿⣿⡀⠄⣿⢷⣿⣿⣿⡇⡇⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣇⣿⡟⣦⣝⢂⢒⣹⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇⣿⣿⣿⣿⣿⡟⡅⣼⣟⣿⣿⣿⣿⣿⡇⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⢻⡇⠸⣿⣿⣿⣯⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣧⣿⣿⣿⣿⣿⡇⣾⡟⣽⣿⣿⣿⣿⣿⢱⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⣼⣿⠄⢻⣿⣿⣯⠻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢸⣿⣿⣿⣿⡇⡇⢸⣿⣿⣿⣿⣿⣿⣸⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⡏⣿⠄⠘⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢿⣿⣿⣿⣿⣿⣿⣿⢸⣿⣿⣿⣿⡇⡇⢸⣿⣿⣿⣿⣿⣿⡿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⣧⣿⡆⠄⠹⣿⣿⣿⣿⠿⠿⠛⠛⠋⠉⠙⣿⣿⣿⣿⣿⣿⣿⢸⣿⣿⣿⣹⡇⣿⠸⣿⣿⣿⣿⣿⣿⣧⢻⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⣿⢹⡇⠄⠄⠘⠻⣿⣿⣷⣀⠄⠄⢠⣠⣴⣿⣿⣿⣿⣿⡿⠛⢸⣿⣿⣿⣿⡇⢿⡄⣿⣿⣿⢸⣿⣿⣿⣸⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⣿⣼⣧⠄⠄⠄⠄⠈⣛⢿⣿⣿⣿⣿⣿⣿⣿⣿⡿⠛⠁⠄⠄⢸⣿⣿⣿⣿⡇⠸⣧⢻⣿⣿⡾⣿⣿⣿⣇⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⣿⠄⠄⠄⠄⠄⣿⣷⠉⠻⣿⣿⣿⡿⠟⠁⠄⠄⠄⠄⠄⢸⣿⣿⣿⣿⣧⣧⢿⣿⣿⣿⣧⣿⣿⣿⣿⢹⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇⣿⡆⠄⠄⠄⠄⣿⣿⠄⠄⠈⠉⠁⠄⠄⠄⠄⠄⠄⠄⠄⠈⣿⣿⣿⣿⣿⣿⣎⢿⣿⣿⣿⢻⣿⣿⣿⡏⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⣿⣷⣿⡇⠄⠄⠄⢸⣿⣿⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⠄⣿⣿⣿⣿⣿⣿⢿⣊⣿⣛⡿⡿⣿⣿⣿⣿⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⡇⠄⠄⠄⢸⣿⣿⡇⠄⠄⠄⠄⣠⠄⠄⠄⠄⢀⣠⣴⡇⣿⣿⣿⣿⢹⡏⣿⢋⣕⣒⣂⢄⡟⢿⣿⣿⣼⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢿⣿⠄⠄⠄⣸⣿⣿⡇⢀⡀⣠⡾⢁⡜⠄⢰⣾⣿⣿⣿⡇⣿⣿⣿⣿⢸⡇⣿⣅⣛⣻⣯⣾⣿⣷⣿⡻⢯⢿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢸⣿⠄⠄⠄⠉⠛⡋⣵⣾⡾⠋⣤⡞⠄⠄⢸⣿⣿⣿⣿⡇⣿⣿⣿⣿⢸⣷⠹⣿⣿⣿⣿⣿⣿⣪⡭⣍⡥⠎⢟⡿⣿⣿⣿⣿⣿⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢸⣿⠄⠄⠄⣎⣪⣾⡿⣫⣶⣿⡿⠁⠄⠄⢸⣿⣿⣿⣿⡇⣿⣿⣿⡿⣾⣿⣷⡌⢽⣿⣿⣿⣱⢫⣾⣿⣿⣿⡿⠛⠁⠉⠉⠉⠙⠻⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⢺⣿⠄⠄⢠⡿⠟⢡⣿⣿⣿⣿⣷⠄⠁⣠⣾⣿⣿⣿⣿⡇⣿⣿⣿⡇⣿⣿⡏⠄⠄⠈⠛⣍⢻⣾⣿⣿⠟⠉⠄⠄⠄⠄⠄⠄⠄⣠⣾⣿
⣿⣿⣿⣿⣿⣿⣿⣿⣿⡿⢸⣿⡆⠄⠈⠄⠄⣼⣿⣿⣿⣿⠏⠄⠄⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣇⣿⡟⠄⠄⠄⠄⣠⠁⢸⣿⠟⠁⠄⠄⠄⠄⠄⠄⠄⢀⣴⣿⣿⣿
⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿⣿",True
127302938,Um bom jogo para jogar com amigos,True
127190625,E bom,True
126717667,jogo bom de terror para se divertir com os amigos,True
126371250,JOGO DO CARA***,True
125598642,eu n jogava :D,True
125546029,"Este jogo n tem otimizaçao,os donos só pensam em adicionar killerz e surv e esquecem do balanceamento",False
125482614,"muito bom
",True
125311042,Recomendo o jogo!,True
125209431,jogo cu!,True
125143045,"O jogo é bacana, é uma referencia no estilo 4vs1 de sobrevivência, joguei por bastante tempo e fiz um bom tempo de live do jogo, comecei a jogar dbd quase que no começo do lançamento, o que eu vejo de lá pra cá, é que pra quem curte o estilo do jogo vai se divertir bastante, o jogo tem a sua lore e fragmentos de história sobre a entidade e como ela afeta os assassinos e sobreviventes embora nada muito aprofundado parece que nos últimos anos os criadores vem tentando adicionar mais uma lore no jogo. O jogo vem sendo atualizado regularmente com novos mapas, sobreviventes e assassinos o que é algo bem interessante, ainda mais se tu for como eu que precisa de conteúdo novo nesse estilo de jogo, conseguiram trazer alguns personagens bem bacanas pro jogo de outras franquias, assim como novos cosméticos.
O sistema de pareamento eu acho que é algo que não vai ser resolvido de uma forma que seja boa tão cedo, embora eles tentem bastante, deveria ter a opção de partidas normais ou rankeadas ou algo do tipo para escolher, visto que o único modo de jogo que não conta como rankeado é o modo de jogar só entre amigos, o rank é bem fácil de subir se você tem alguma noção do jogo, entre os rank 1 vai encontrar vários tipos de níveis de jogadores que estão no rank 1. O jogo não chega a ser muito pesado, embora tenha sido feito algumas mudanças nos gráficos ao longo do tempo, o que acabou por impactar o desempenho em alguns computadores e a comunidade também costuma reclamar sobre o desempenho, de modo geral consegui jogar ao menos no low quando joguei com computadores com menor configuração. A trilha sonora do jogo não é lá essas coisas, alguns personagens tem suas trilhas próprias, mas não vejo nada impactante nessa parte, talvez também porque atrapalharia a gameplay, visto que é preciso estar atento a sons pelo mapa. Os eventos de aniversário do jogo eu considero meio zuado, é legal ver a live do que mudou e tudo mais, mas é quase sempre a mesma coisa, um item que vai te fazer ganhar mais pontos de sangue no jogo ou algo do tipo e mais algumas coisas, poderia ser melhorado trazendo algo a mais. Questão dos perks dos personagens achei bacana o novo sistema de compartilhamento de perks entre os personagens, visto que antes você poderia jogar por horas e mais horas e dificilmente teria os perks compartilhados, em todos os personagens. Acho meio desbalanceado jogar contra jogares em voip  em time fechado, torna o jogo muito difícil para o killer e corta a utilidade de alguns perks, atualiza os sobreviventes o tempo todo de onde o killer está, tornando muito mais difícil para o mesmo, embora eu já tenha jogado em chamada, é brabo pegar um time bom no voip ''altos rages'' . A comunidade do jogo em sua maioria é ''Tóxica Pakarai'', tem muita gente legal jogando dbd e conheci muita gente no jogo, mas a grande maioria da comunidade é meio braba das idéias, vai aparecer de tudo se tu jogar por um bom tempo, vai ter o cagad...de regras de como tu deve jogar de sobrevivente ou assassino e mais um monte tipo de gente ..... por vezes consegui me irritar com o jogo por conta disso, visto que o sistema de denúncia não seja muito bom. De modo geral o jogo é muito bom, até por ser um jogo com um valor bom, vale a pena ser jogado ao menos para ver se tu curte, hoje em dia não jogo mais tanto, mas as vezes bate aquela nostalgia, me proporcionou várias risadas e rages, recomendo. Ainda lembro de jogar dbd de huntress na cozinha de um apartamento depois de um incêndio para me distrair com um fio de internet todo zuado kkk. Obrigado aos desenvolvedores e aos envolvidos por esse jogo.",True
124750068,muito bom recomendo para quem gosta de terror,True
124732240,I got depressed after playing this thing,True
124730301,"If you want to play this game, please DONT DO IT.

They dont even know how to do a game, DLCs are SO BAD, some of the killers SUCKS, some maps are impossible to play as Killer/survivor, it has the WORST MMR I ever saw and the Bloodweb? Just laugh at it, its horrible to spend hours there.

As a killer you want to have fun? ok, get 3 gen in 1 minute.
As a survivor u want to have fun? ok, get camp AND tunnel.

This is how this game works.
Pick a killer that can camp/tunnel or play full toolbox to fast gen.

As a killer:
If you choose to chase someone be ready for INSTA lose the game (chasing ppl is the funniest things in the game that u CANT NEVER DO)
its impossible to play as a ""human being"", you really need to be lucky and then u just need to be standing on the hook while the survivor dies, is the only way you can win as a killer.
More: If you know ur gonna lose the game (3 gens in a row and 0 hooks) and u quit, u get PENALTY. (same as survivor when u get slug).

As a survivor:
You need only two perks and a toolbox then DO NOTHING, be quiet all the game cause if the killer finds u, ur gonna die cause theres no point in saving someone who gets tunnel(=two hooks GGs)
or u can always go Dead Hard, Sprint Burst, whatever and try to get a minimun chase, if ur teammates know the basic u have won the game there.

It is so dumb, the tag ""terror"" apllies to the Killer, playing as feels im in a nightmare I cant do shit while are survivor I feel like ""yea, the same killer, what is gonna do ? hit me on DH? catch me on Sprint burst ? gonna camp generator?""

I dont even need to talk about some of the killers cause there will be THE SAME for 5 rounds in a row (Huntress for example).

For me, this game is actually dead and I wont be playing it again.
So tired of losing for the same reason all my games, one chase = 2/3 gens in a row.

This game is not CASUAL and that may be my real problem with it.

More:
Behaviour doesnt care about this game at all, look the new two killers and answer me: do you really think they are funny to play with or against?
Flashlights are so non sense;
Medkits and totens are gonna get nerfed, why? Toolbox are SO BROKEN rn.
There are perks that SHOULDNT even be in this game but im no proplay so I shouldnt be talking, right?

There are is a lot of stuff this game needs to improve and they (Behaviour) wont do it cause they dont need to do it.
Take me as an example, I was dumb and bought this game, paid some DLCs (yes, pay-to-win) and now Im here writing about my experience.

Again,

DONT. EVEN. THINK. ABOUT. BUYING. THIS. GAME!!!
not worth the price or the time u put into it

",False
124301636,"Top!
",True
124109897,Bom,True
124084921,"O Jogo Teve alguns Problemas e Balanceamentos que fizeram EU a parar de jogar (Jogava Competitivamente ou seja , Querendo Ganhar) Mas em si praticamente ja não tinha tantas coisas para fazer no jogo, Então Caso queria comprar o jogo seja para casual ou comp Eu recomendo demais, as primeiras horas São bem Boas e tenho que dizer o medo que eu tinha de jogar era grande kkkkk, Mas pode acabar enjoativo se ficar jogando bastante num mesmo dia, bom e isso Tchau :D",True
124048693,"Só acho que eu deveria ter conhecido esse game antes, viciei",True
123884696,Very good very nice :D,True
123701918,bom.,True
123266779,Good Game,True
122702641,confia.,True
122388057,"graficos incriveis, jogabilidade perfeita, tudo para quem gosta de terror e suspense",True
122387420,"toxic, campers, ankles broaken, nice teammates ;), very fun i swear.",True
122224545,"I love the killer in the game the abilities and the strategy that aplies to survivors to 
",True
122207317,bom?,True
122200232,sim,True
122196361,muito bom jogo,True
122189563,Very good game,True
121488797,W,True
121194007,caro,True
120477510,pique pega de Bixos com poder e pessoas com lanterna,True
120467199,"Muito sinceramente o jogo e completamente retardado. Após quase 1000 horas de jogo finalmente tive a coragem de desinstalar esta pilha de bosta ambulante.
A comunidade e a mais tóxica que alguma vez vi e a cada dia que passa está cada vez pior. 
Jogar de sobrevivente e demasiado fácil e se jogares com outros 3 jogadores experientes, ainda mais fácil se torna. Jogar de assassino é demasiado stressante. 
O balanço de poder está completamente errado. Eu nunca senti que estivesse com o poder na mão como assassino, enquanto, quando jogava de sobrevivente sentia que os verdadeiros assassinos era-mos nós.
Vale a pena experimentar para experimentar algo novo mas não joguem exclusivamente isto. Só se quiserem queimar alguns cromossomas.",False
120447674,AAAAAAAAAAAAAAAAAH,True
120308975,Já tá na hora enterrar essa bomba,False
120081851,a,True
120068845,"Love this game. Lots of fun, but one of the downsides is the lack or controller vibration, which would make it even better.
Anyway i do recommend this game.",True
119769042,awfull,False
119687995,"Uma merda, injogável como survival, nunca conseguiram balancear o jogo efetivamente. sinceramente já deu o que tinha que dar, merece morrer pra dar espaço pra algum jogo horror survival novo. Nao merece as franquias que consequiu parceria!",False
119590432,No fortnite no like,False
